product_number;product_name;discount_price;price
10289;Bird of Paradise;109;124
10293;Santa’s Visit;341.53;697
10298;Vespa 125;;
10308;tbd-Icons-Seasonal-2022;;
10497;tbd-Icon-MDP2-2022;;
10970;Fire Station & Helicopter;323.4;660
10974;Wild Animals of Asia;354.76;724
11020;Build Together;367.01;749
21042;Statue of Liberty;423.36;864
21187;The Red Barn;388.57;793
21326;Winnie the Pooh;;
21334;tbd-Ideas-4-2022;;
31119;Ferris Wheel;342.51;699
31120;Medieval Castle;357.7;730
41714;Andrea's Theater School;;
41721;Organic Farm;309.68;632
41722;Horse Show Trailer;;
42127;THE BATMAN - BATMOBILE™;391.02;798
43205;Ultimate Adventure Castle;333.69;681
43207;Ariel's Underwater Palace;308.7;630
60302;Wildlife Rescue Operation;346.43;707
60317;Police Chase at the Bank;367.99;751
60321;Fire Brigade;367.5;750
60330;Hospital;341.53;697
60350;Lunar Research Base;;
71739;Ultra Sonic Raider;340.55;695
71765;Ninja Ultra Combo Mech;316.05;645
71767;Ninja Dojo Temple;367.01;749
71773;Kai’s Golden Dragon Raider;309.68;632
75326;Boba Fett's Throne Room;389.55;795
75335;BD-1™;367.01;749
75336;Inquisitor Transport Scythe™;385.14;786
75573;tbd-PT-IP-3-2021;;
75955;Hogwarts™ Express;347.41;709
75969;Hogwarts™ Astronomy Tower;396.9;810
76192;Avengers: Endgame Final Battle;357.7;730
76403;The Ministry of Magic™;366.03;747
76948;T. rex & Atrociraptor Dinosaur Breakout;352.8;720
76956;T. rex Breakout;387.1;790
10943;Happy Childhood Moments;;
41450;Heartlake City Shopping Mall;371.42;758
41684;Heartlake City Grand Hotel;372.4;760
41685;Magical Funfair Roller Coaster;337.12;688
60262;Passenger Airplane;346.43;707
60292;Town Center;380.73;777
60295;Stunt Show Arena;379.26;774
60307;Wildlife Rescue Camp;37.24;76
71391;Bowser’s Airship Expansion Set;399.35;815
75314;The Bad Batch™ Attack Shuttle;405.23;827
75948;Hogwarts™ Clock Tower;352.31;719
75980;Attack on the Burrow;430.71;879
76156;Rise of the Domo;399.35;815
80109;Lunar New Year Ice Festival;;
10948;Parking Garage and Car Wash;404.74;826
21054;The White House;346.43;707
80035;Monkie Kid's Galactic Explorer;;
80038;Monkie Kid’s Team Van;;
21056;Taj Mahal;400.33;817
21329;Fender® Stratocaster™;405.72;828
21336;tbd-ideas-6-2022;;
31132;Viking Ship and the Midgard Serpent;420.42;858
31205;Jim Lee Batman™ Collection;468.44;956
42111;Dom's Dodge Charger;;
42144;Material Handler;395.92;808
71775;Nya's Samurai X MECH;;
71755;Temple of the Endless Sea;422.38;862
10290;Pickup Truck;177.38;362
10875;Cargo Train;494.9;1010
10975;Wild Animals of the World;449.82;918
21188;The Llama Village;452.76;924
31109;Pirate Ship;395.43;807
76209;Thor's Hammer;443.94;906
76408;12 Grimmauld Place;475.79;971
21174;The Modern Treehouse;497.84;1016
21226;Art Project - Create Together;;
21324;123 Sesame Street;;
31201;Harry Potter™ Hogwarts™ Crests;501.27;1023
31202;Disney's Mickey Mouse;501.27;1023
31204;Elvis Presley “The King”;468.93;957
92176;LEGO® NASA Apollo Saturn V;460.99;940.8
10956;Amusement Park;384.65;785
71408;tbd-LEAF-13-2022;;
21058;Great Pyramid of Giza;28.99;48.99
75292;The Razor Crest™;569.38;1162
75337;tbd-IP-LSW-19-2022;;
76949;Giganotosaurus & Therizinosaurus Attack;505.19;1031
42124;Off-Road Buggy;500.78;1022
60197;Passenger Train;77.35;119
76393;Harry Potter™ & Hermione Granger™;503.23;1027
31206;The Rolling Stones;541.94;1106
41704;Main Street Building;505.19;1031
42140;App-Controlled Transformation Vehicle;514.5;1050
60337;Express Passenger Train;498.55;1017.45
60339;Double Loop Stunt Arena;514.01;1049
60351;Rocket Launch Center;518.42;1058
71756;Hydro Bounty;498.55;1017.45
71774;Lloyd’s Golden Ultra Dragon;503.23;1027
75574;tbd-PT-IP-4-2021;;
76389;Hogwarts™ Chamber of Secrets;553.21;1129
42126;Ford® F-150 Raptor;;
80036;The City of Lanterns;;
10265;Ford Mustang;43.24;56.54
10295;Porsche 911;156.46;198.45
10304;tbd-Icons-IP-Vehicle-2-2022;;
21333;Vincent van Gogh - The Starry Night;573.06;1169.5
75323;tbd-IP-LSW4-2022;;
76193;The Guardians’ Ship;560.56;1144
10279;Volkswagen T2 Camper Van;584.57;1193
10292;The Friends Apartments;559.58;1142
10302;Optimus Prime;585.06;1194
21325;Blacksmith;18.07;19.01
42128;Heavy-duty Tow Truck;563.01;1149
60336;Freight Train;644.84;1316
75315;Imperial Light Cruiser™;585.55;1195
17101;Creative Toolbox;653.17;1333
60198;Cargo Train;802.13;1637
43179;Mickey Mouse & Minnie Mouse Buildable Ch;;
10270;Bookshop;323.4;660
10278;Police Station;117.11;239
10283;NASA Space Shuttle Discovery;;
10300;Back to the Future Time Machine;624.75;1275
42096;Porsche 911 RSR;689.43;1407
42125;Ferrari 488 GTE “AF Corse #51”;665.91;1359
42141;McLaren Formula 1™ Race Car;650.23;1327
80039;The Heavenly Realms;;
42145;Airbus H175 Rescue Helicopter;;
43197;The Ice Castle;794.78;1622
71395;Super Mario 64™ Question Mark Block;;
42110;Land Rover Defender;788.9;1610
76161;1989 Batwing;;
10297;Boutique Hotel;;
21332;The Globe;;
10274;Ghostbusters™ ECTO-1;;
10306;tbd-Icons-IP-Games-1-2022;;
75308;R2-D2™;;
75341;Luke Skywalker’s Landspeeder™;765.07;1561.37
21327;Typewriter;405.72;828
21337;tbd-Ideas-7-2022;;
31203;World Map;;
42130;BMW M 1000 RR;781.06;1594
76218;tbd-LSH-17-2022;;
76240;Batmobile™ Tumbler;839.37;1713
71374;Nintendo Entertainment System™;841.82;1718
71411;tbd-LEAF-16-2022;;
10255;Assembly Square;255.94;341.25
10273;Haunted House;;
21330;Home Alone;18.9;40.95
21335;tbd-Ideas-5-2022;;
76391;Hogwarts™ Icons - Collectors' Edition;;
