product_number;product_name;discount_price;price
42096;Porsche 911 RSR;648.39;799.0
42125;Ferrari 488 GTE “AF Corse #51”;630.9;799.0
42141;McLaren Formula 1™ Race Car;650.23;799.0
80039;The Heavenly Realms;799.0;0
42145;Airbus H175 Rescue Helicopter;777.38;849.0
43197;The Ice Castle;499.0;549.0
71395;Super Mario 64™ Question Mark Block;674.0;849.0
42110;Land Rover Defender;747.1;899.0
76161;1989 Batwing;949.0;0
10297;Boutique Hotel;1064.58;0
21332;The Globe;1194.03;0
10274;Ghostbusters™ ECTO-1;954.0;0
10306;tbd-Icons-IP-Games-1-2022;999.0;0
75308;R2-D2™;774.39;949.0
75341;Luke Skywalker’s Landspeeder™;999.0;0
21327;Typewriter;1128.75;0
21337;tbd-Ideas-7-2022;1499.03;0
31203;World Map;942.2;993.65
42130;BMW M 1000 RR;747.27;999.0
76218;tbd-LSH-17-2022;744.43;951.43
76240;Batmobile™ Tumbler;805.58;0
71374;Nintendo Entertainment System™;1149.0;0
71411;tbd-LEAF-16-2022;1192.22;0
10255;Assembly Square;1209.0;0
10273;Haunted House;1174.99;0
21330;Home Alone;1167.39;0
21335;tbd-Ideas-5-2022;0;0
76391;Hogwarts™ Icons - Collectors' Edition;974.0;0
42129;App-Controlled 4x4 Mercedes-Benz Zetros Trial Truck;1048.09;1299.0
10272;Old Trafford - Manchester United;2012.5;0
10284;Camp Nou – FC Barcelona;1171.39;1399.0
71741;NINJAGO® City Gardens;1399.0;0
76178;Daily Bugle;1575.0;0
76215;tbd-LSH-14-2022;1999.03;0
51515;Robot Inventor;1964.76;0
71040;The Disney Castle;2269.03;0
10299;Real Madrid – Santiago Bernabéu Stadium;2399.03;0
10303;Loop Coaster;1799.0;1998.98
10305;tbd-Icons-Special-1-2022;1875.0;0
21323;Grand Piano;1558.0;1644.53
75290;Mos Eisley Cantina™;1499.0;1699.0
75309;Republic Gunship™;1549.0;0
42115;Lamborghini Sián FKP 37;1430.31;2202.0
42143;Ferrari Daytona SP3;1970.21;0
75978;Diagon Alley™;1899.0;0
42083;Bugatti Chiron;1704.39;0
42131;App-Controlled Cat® D11 Bulldozer;1382.0;1899.0
