product_number;product_name;discount_price;price
76405;tbd-HP-10-2022-D2C;2349.0;0
71043;Hogwarts™ Castle;1955.0;0
10276;Colosseum;3136.92;0
76210;tbd-LSH-9-2022;0;0
75331;tbd-IP-LSW-13-2022;179.0;0
10294;Titanic;2561.93;2850.0
10307;tbd-Icons-World-Buildings-1-2022;0;0
75192;Millennium Falcon™;3899.01;0
75252;Imperial Star Destroyer™;3825.03;0
75313;AT-AT™;3706.39;3999.0
42114;6x6 Volvo Articulated Hauler;796.0;1518.0
