product_number;product_name;discount_price;price
76188;Batman™ Classic TV Series Batmobile™;0;219
60324;Mobile Crane;0;219
60315;Police Mobile Command Truck;0;229
76946;Blue & Beta Velociraptor Capture;0;189
76831;Zurg Battle;0;189
76213;tbd-LSH-Batch-C2-2022;0;179
75333;Obi-Wan Kenobi’s Jedi Starfighter™;0;189
75332;tbd-IP-LSW14-2022;0;189
60348;Lunar Roving Vehicle;0;179
43204;Anna and Olaf's Castle Fun;0;179
21185;The Nether Bastion;0;199
21181;The Rabbit Ranch;0;199
10976;Santa's Gingerbread House;0;179
10962;Buzz Lightyear’s Planetary Mission;0;169
10941;Mickey & Minnie Birthday Train;0;199
76397;Hogwarts™ Moment: Defence Class;0;189
76396;Hogwarts™ Moment: Divination Class;0;189
76205;Gargantos Showdown;134;179
76201;Captain Carter & The Hydra Stomper;129;199
75319;The Armorer’s Mandalorian™ Forge;0;199
75299;Trouble on Tatooine™;0;199
71735;Tournament of Elements;0;179
71398;Dorrie’s Beachfront Expansion Set;99;179
71388;Boss Sumo Bro Topple Tower Expansion Set;109;189
60345;Farmers Market Van;134;179
60328;Beach Lifeguard Station;0;179
60305;Car Transporter;119;159
60293;Stunt Park;134;179
43193;Ariel, Belle, Cinderella and Tiana's Storybook Adventures;0;149
41956;Ice Cream Picture Frames & Bracelet;142;189
41949;Bag Tags Mega Pack - Messaging;142;189
41710;Surfer Beach Fun;0;179
41687;Magical Funfair Stalls;149;199
41679;Forest House;0;199
41444;Heartlake City Organic Café;119;159
41441;Horse Training and Trailer;142;189
31122;Fish Tank;0;179
31121;Crocodile;0;179
31116;Safari Wildlife Tree House;0;169
31113;Race Car Transporter;0;149
21172;The Ruined Portal;0;199
21168;The Warped Forest;0;199
10961;Airplane & Airport;0;149
10951;Horse Stable and Pony Care;0;149
10946;Family Camping Van Adventure;112;149
10940;Spider-Man Headquarters;0;199
10939;T. rex and Triceratops Dinosaur Breakout;149;199
10915;Alphabet Truck;0;199
10783;Spider-Man at Doc Ock’s Lab;0;179
10778;Mickey, Minnie and Goofy's Fairground Fun;0;179
10775;Mickey Mouse & Donald Duck's Farm;0;199
76230;tbd-LSH-31-2022;0;179
76226;tbd-LSH-25-2022;0;179
76225;tbd-LSH-24-2022;0;179
76181;Batmobile™: The Penguin™ Chase;0;179
71770;Zane's Golden Dragon Jet;0;179
60355;Water Police Detective Missions;0;179
60354;Mars Spacecraft Exploration Missions;0;179
60353;Wild Animal Rescue Missions;0;179
60319;Fire Rescue & Police Chase;0;169
60314;Ice Cream Truck Police Chase;0;179
42136;John Deere 9620R 4WD Tractor;0;189
41957;Adhesive Patches Mega Pack;0;189
41947;Mickey & Friends Bracelets Mega Pack;0;189
41699;Pet Adoption Café;0;179
31130;Sunken Treasure Mission;0;179
21189;The Skeleton Dungeon;0;189
11019;Bricks and Functions;0;179
11013;Creative Transparent Bricks;0;149
10969;Fire Truck;0;169
10913;Brick Box;0;199
71763;Lloyd’s Race Car EVO;0;179
71762;Kai’s Fire Dragon EVO;0;179
71405;tbd-LEAF-10-2022;112;149
71397;Luigi’s Mansion™ Lab and Poltergust Expansion Set;112;149
71035;The Muppets 6 pack;99;159
60343;Rescue Helicopter Transport;0;169
60327;Horse Transporter;0;169
41707;Tree-Planting Vehicle;0;189
41706;LEGO® Friends Advent Calendar;0;149
76912;Fast & Furious 1970 Dodge Charger R/T;0;119
76911;007 Aston Martin DB5;0;119
76908;Lamborghini Countach;0;119
76907;Lotus Evija;0;119
76906;1970 Ferrari 512 M;0;119
60352;LEGO® City Advent Calendar;0;139
41960;Big Box;0;159
21184;The Bakery;0;149
21180;The Guardian Battle;112;149
10944;Space Shuttle Mission;0;129
10872;Train Bridge and Tracks;112;149
76902;McLaren Elva;0;129
76901;Toyota GR Supra;0;129
76900;Koenigsegg Jesko;0;129
76219;Spider-Man & Green Goblin Mech Battle;0;129
76198;Spider-Man & Doctor Octopus Mech Battle;0;129
76195;Spider-Man’s Drone Duel;0;129
76186;Black Panther Dragon Flyer;0;129
76184;Spider-Man vs. Mysterio’s Drone Attack;97;129
76154;Deviant Ambush!;104;139
75310;Duel on Mandalore™;89;129
71750;Lloyd's Hydro Mech;0;129
71745;Lloyd's Jungle Chopper Bike;0;119
71740;Jay's Electro Mech;0;129
60340;The Blade Stunt Challenge;0;119
60299;Stunt Competition;0;99
60276;Police Prisoner Transport;97;129
43201;Isabela's Magical Door;0;109
43200;Antonio's Magical Door;0;109
43189;Elsa and the Nokk Storybook Adventures;0;109
42119;Monster Jam™ Max-D™;0;129
42118;Monster Jam™ Grave Digger™;97;129
41936;Pencil Holder;89;119
41935;Lots of DOTS;75;119
41698;Pet Playground;0;119
41695;Pet Clinic;0;119
41686;Magical Acrobatics;0;129
31114;Superbike;0;99
21171;The Horse Stable;0;129
11008;Bricks and Houses;97;129
10955;Animal Train;0;129
10945;Garbage Truck and Recycling;0;129
10774;Mickey Mouse & Minnie Mouse's Space Rocket;89;119
10773;Minnie Mouse's Ice Cream Shop;0;119
76945;Atrociraptor Dinosaur: Bike Chase;0;129
